,Unnamed: 0,clicks,description,id,image,link,preferences,price,rating,score,title,Creation Date,Modified Date,Slug,Creator,unique id,parsed_preferences,list_preferences,list_gender,list_age_category,list_interest,list_occasion,list_relationship,list_style,all_unique_id
58,58,,"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",6501d9d33c31ed0ac091f583,"https://images-na.ssl-images-amazon.com/images/I/51QCk82iGcL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Kindle-Paperwhite-adjustable-Ad-Supported/dp/B08KTZ8249/ref=zg_bs_g_amazon-devices_sccl_14/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Books and Learning , Tech and Gadgets , Travel and Adventure , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",139.99,4.7,,"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black","Sep 13, 2023 10:25 pm","Sep 13, 2023 10:25 pm",,hello@nocoded.space,1694624157909x286171674076893380,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['books and learning', 'tech and gadgets', 'travel and adventure'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['male', 'female', 'young adult', 'adult', 'books and learning', 'tech and gadgets', 'travel and adventure', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['books and learning', 'tech and gadgets', 'travel and adventure']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1694624157909x286171674076893380
59,59,,"Apple Watch Series 4 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",6501d9d33c31ed0ac091f5c3,"https://images-na.ssl-images-amazon.com/images/I/515SF4yqY2L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-Watch-44mm-Space-Aluminum/dp/B07PS9D7GW/ref=zg_bs_g_amazon-renewed_sccl_19/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Tech and Gadgets , Fitness and Wellness , Fashion and Accessories , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Valentine's Day , Thank You Gifts",140.0,4.2,,"Apple Watch Series 4 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)","Sep 13, 2023 10:25 pm","Sep 13, 2023 10:25 pm",,hello@nocoded.space,1694624159020x523602593454548540,"{'gender': ['male', 'female'], 'age_category': ['18 - 25'], 'interest': ['tech and gadgets', 'fitness and wellness', 'fashion and accessories'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', ""valentine's day"", 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'tech and gadgets', 'fitness and wellness', 'fashion and accessories', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', ""valentine's day"", 'thank you gifts']","['male', 'female']",['18 - 25'],"['tech and gadgets', 'fitness and wellness', 'fashion and accessories']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', ""valentine's day"", 'thank you gifts']",[],['practical'],1694624159020x523602593454548540
60,60,,"Apple Watch Series 5 (GPS + Cellular, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",6501d9d33c31ed0ac091f5d1,"https://images-na.ssl-images-amazon.com/images/I/715gjkfjFTL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-Watch-GPS-Cellular-44MM/dp/B082VKRK29/ref=zg_bs_g_amazon-renewed_sccl_28/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Fitness and Wellness , Tech and Gadgets , Fashion and Accessories , Music and Entertainment , Sports and Hobbies , Premium Brands , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Valentine's Day , Appreciation",158.0,4.3,,"Apple Watch Series 5 (GPS + Cellular, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)","Sep 13, 2023 10:25 pm","Sep 13, 2023 10:25 pm",,hello@nocoded.space,1694624159818x868008542447611400,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['fitness and wellness', 'tech and gadgets', 'fashion and accessories', 'music and entertainment', 'sports and hobbies'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', ""valentine's day"", 'appreciation'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'fitness and wellness', 'tech and gadgets', 'fashion and accessories', 'music and entertainment', 'sports and hobbies', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', ""valentine's day"", 'appreciation']","['male', 'female']","['18 - 25', '25 - 45']","['fitness and wellness', 'tech and gadgets', 'fashion and accessories', 'music and entertainment', 'sports and hobbies']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', ""valentine's day"", 'appreciation']",[],"['premium brands', 'practical']",1694624159818x868008542447611400
61,61,,"Nugget Countertop Ice Maker with Soft Chewable Ice, 34Lbs/24H, Pebble Portable Ice Machine with Ice Scoop, Self-Cleaning, One-Click Operation, for Kitchen,Office Stainless Steel Silver",6501d9d33c31ed0ac091f5d7,"https://images-na.ssl-images-amazon.com/images/I/81WQdDu1A6L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Countertop-Self-Cleaning-One-Click-Operation-Stainless/dp/B0BYJ3WWTX/ref=zg_bs_g_appliances_sccl_3/132-6973416-4920936?psc=1,"Female , Male , Young Adult , Adult , Food and Cooking , Tech and Gadgets , Home and Decor , Practical , Comfortable Yet Stylish , Birthdays , Anniversaries , Holidays , Thank You Gifts",189.99,4.3,,"Nugget Countertop Ice Maker with Soft Chewable Ice, 34Lbs/24H, Pebble Portable Ice Machine with Ice Scoop, Self-Cleaning, One-Click Operation, for Kitchen,Office Stainless Steel Silver","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624160871x306705514795158100,"{'gender': ['female', 'male'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['food and cooking', 'tech and gadgets', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish']}","['female', 'male', 'young adult', 'adult', 'food and cooking', 'tech and gadgets', 'home and decor', 'practical', 'comfortable yet stylish', 'birthdays', 'anniversaries', 'holidays', 'thank you gifts']","['female', 'male']","['18 - 25', '25 - 45']","['food and cooking', 'tech and gadgets', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'thank you gifts']",[],"['practical', 'comfortable yet stylish']",1694624160871x306705514795158100
62,62,,"GoveeLife Smart Countertop Ice Makers, Self-Cleaning, Portable Ice Maker Works with Alexa, 9 Cubes Ready in 6min, 26lbs/24H, for Home Kitchen Party Camping, With Ice Scoop Ice Basket Stainless Silver",6501d9d33c31ed0ac091f603,"https://images-na.ssl-images-amazon.com/images/I/71rQ2XE-WhL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Govee-Life-Countertop-Self-Cleaning-Stainless/dp/B0BQBR9X5Q/ref=zg_bs_g_appliances_sccl_25/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Home and Decor , Tech and Gadgets , Practical , Comfortable Yet Stylish , Birthdays , Holidays , Thank You Gifts",122.78,4.5,,"GoveeLife Smart Countertop Ice Makers, Self-Cleaning, Portable Ice Maker Works with Alexa, 9 Cubes Ready in 6min, 26lbs/24H, for Home Kitchen Party Camping, With Ice Scoop Ice Basket Stainless Silver","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624161786x357360476901912060,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['home and decor', 'tech and gadgets'], 'occasion': ['birthdays', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish']}","['male', 'female', 'young adult', 'adult', 'home and decor', 'tech and gadgets', 'practical', 'comfortable yet stylish', 'birthdays', 'holidays', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['home and decor', 'tech and gadgets']","['birthdays', 'holidays', 'thank you gifts']",[],"['practical', 'comfortable yet stylish']",1694624161786x357360476901912060
63,63,,"Apple AirPods (3rd Generation) Wireless Earbuds with Lightning Charging Case. Spatial Audio, Sweat and Water Resistant, Up to 30 Hours of Battery Life. Bluetooth Headphones for iPhone",6501d9d43c31ed0ac091f877,"https://images-na.ssl-images-amazon.com/images/I/61jcsHsFN8L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-Generation-Lightning-Resistant-Headphones/dp/B0BDHB9Y8H/ref=zg_bs_g_electronics_sccl_16/132-6973416-4920936?psc=1,"Male , Female , Teenager , Young Adult , Tech and Gadgets , Music and Entertainment , Outdoor and Nature , Fitness and Wellness , Sports and Hobbies , Travel and Adventure , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",117.71,4.5,,"Apple AirPods (3rd Generation) Wireless Earbuds with Lightning Charging Case. Spatial Audio, Sweat and Water Resistant, Up to 30 Hours of Battery Life. Bluetooth Headphones for iPhone","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624162835x159320189314302370,"{'gender': ['male', 'female'], 'age_category': ['12 - 18', '18 - 25'], 'interest': ['tech and gadgets', 'music and entertainment', 'outdoor and nature', 'fitness and wellness', 'sports and hobbies', 'travel and adventure'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': []}","['male', 'female', 'teenager', 'young adult', 'tech and gadgets', 'music and entertainment', 'outdoor and nature', 'fitness and wellness', 'sports and hobbies', 'travel and adventure', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['12 - 18', '18 - 25']","['tech and gadgets', 'music and entertainment', 'outdoor and nature', 'fitness and wellness', 'sports and hobbies', 'travel and adventure']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],[],1694624162835x159320189314302370
64,64,,"Logitech MX Keys Mini Keyboard and Lift Vertical Ergonomic Mouse Combo - Wireless, Backlit Keys, Bluetooth or Logi Bolt USB receiver, Quiet, Windows/macOS/iPadOS, Laptop, PC - Graphite",6501d9d53c31ed0ac091fc39,"https://images-na.ssl-images-amazon.com/images/I/71J5s+ilbBL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Logitech-Keyboard-Vertical-Ergonomic-Mouse/dp/B09WNFG186/ref=zg_bs_g_videogames_sccl_26/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Comfortable Yet Stylish , Practical , Minimalistic , Birthdays , Anniversaries , Promotions and Achievements , Graduations , Thank You Gifts",166.79,4.6,,"Logitech MX Keys Mini Keyboard and Lift Vertical Ergonomic Mouse Combo - Wireless, Backlit Keys, Bluetooth or Logi Bolt USB receiver, Quiet, Windows/macOS/iPadOS, Laptop, PC - Graphite","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624163797x464045470178577900,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical', 'minimalistic']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'comfortable yet stylish', 'practical', 'minimalistic', 'birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['comfortable yet stylish', 'practical', 'minimalistic']",1694624163797x464045470178577900
65,65,,Ring Video Doorbell (Venetian Bronze) bundle with Echo Show 5 (3rd Gen),6501d9d33c31ed0ac091f56d,"https://images-na.ssl-images-amazon.com/images/I/41QEQidscvL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Ring-Doorbell-Venetian-Bronze-bundle/dp/B0C5K4ZPXP/ref=zg_bs_g_amazon-devices_sccl_3/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Thank You Gifts",134.98,4.6,,Ring Video Doorbell (Venetian Bronze) bundle with Echo Show 5 (3rd Gen),"Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624164793x640812920138353300,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1694624164793x640812920138353300
66,66,,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 3 camera system",6501d9d33c31ed0ac091f58f,"https://images-na.ssl-images-amazon.com/images/I/51XU0dgFDlL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Blink-Outdoor-Wireless-Security-Camera-3cam/dp/B086DKSHQ4/ref=zg_bs_g_amazon-devices_sccl_20/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Outdoor and Nature , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Thank You Gifts",124.99,4.4,,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 3 camera system","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624165806x512503996512605060,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor', 'outdoor and nature'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'outdoor and nature', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor', 'outdoor and nature']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1694624165806x512503996512605060
67,67,,"Insignia 50-inch Class F30 Series LED 4K UHD Smart Fire TV with Alexa Voice Remote (NS-50F301NA24, 2023 Model)",6501d9d33c31ed0ac091f597,"https://images-na.ssl-images-amazon.com/images/I/81DM+ZzL8rL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/INSIGNIA-All-New-50-inch-Class-NS-50F301NA24/dp/B0BTTVRWPR/ref=zg_bs_g_amazon-devices_sccl_24/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Music and Entertainment , Premium Brands , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",219.99,4.5,,"Insignia 50-inch Class F30 Series LED 4K UHD Smart Fire TV with Alexa Voice Remote (NS-50F301NA24, 2023 Model)","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624166818x511649925901232100,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor', 'music and entertainment'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'music and entertainment', 'premium brands', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor', 'music and entertainment']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],"['premium brands', 'practical']",1694624166818x511649925901232100
68,68,,"All-new Ring Battery Doorbell Plus | Head-to-Toe HD+ Video, motion detection & alerts, and Two-Way Talk (2023 release)",6501d9d33c31ed0ac091f5a1,"https://images-na.ssl-images-amazon.com/images/I/61MBp1T6huL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/All-new-Ring-Battery-Doorbell-detection/dp/B09WZBPX7K/ref=zg_bs_g_amazon-devices_sccl_29/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Thank You Gifts",104.99,4.5,,"All-new Ring Battery Doorbell Plus | Head-to-Toe HD+ Video, motion detection & alerts, and Two-Way Talk (2023 release)","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624167831x674483890945901800,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1694624167831x674483890945901800
69,69,,"All-New Blink Outdoor 4 (4th Gen) — Wire-free smart security camera, two-year battery life, two-way audio, HD live view, enhanced motion detection, Works with Alexa – 1 camera system",6501d9d33c31ed0ac091f5a3,"https://images-na.ssl-images-amazon.com/images/I/41hbmiP+77L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Blink-Outdoor-4th-Gen-1-Camera/dp/B0B1N5HW22/ref=zg_bs_g_amazon-devices_sccl_30/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Thank You Gifts",119.99,3.8,,"All-New Blink Outdoor 4 (4th Gen) — Wire-free smart security camera, two-year battery life, two-way audio, HD live view, enhanced motion detection, Works with Alexa – 1 camera system","Sep 13, 2023 10:26 pm","Sep 13, 2023 10:26 pm",,hello@nocoded.space,1694624168793x587823948883816600,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1694624168793x587823948883816600
