,Unnamed: 0.1,Unnamed: 0,Id,profile_unique_id,Liked Products/User,Recommended Products,Products,list_Preferences,list_interest,list_style,list_occasion,list_gender,list_age,list_relationship,join_key,list_Profiles,user_unique_id,Creation Date,Modified Date,parsed_preferences,Genereated_Recommends,Random_Generated_Clicks,all_unique_id
297,297,281,,random_profile_634,,,,,"['fitness and wellness', 'home and decor', 'social impact and charity', 'tech and gadgets', 'pets and animal lovers', 'arts and crafts', 'beauty and self-care', 'fashion and accessories', 'books and learning', 'outdoor and nature', 'spirituality', 'music and entertainment', 'travel and adventure', 'art and culture']","['bougie', 'classic and timeless', 'comfortable yet stylish', 'minimalistic']",['weddings'],['male'],['18 - 25'],['friend'],,,random_user_236,,,"{'interest': ['fitness and wellness', 'home and decor', 'social impact and charity', 'tech and gadgets', 'pets and animal lovers', 'arts and crafts', 'beauty and self-care', 'fashion and accessories', 'books and learning', 'outdoor and nature', 'spirituality', 'music and entertainment', 'travel and adventure', 'art and culture'], 'style': ['bougie', 'classic and timeless', 'comfortable yet stylish', 'minimalistic'], 'occasion': ['weddings'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],"['1695831212091x455614176071984700', '1694637136836x734411575756600600', '1704448565346x409517436815655100', '1696351126162x337065455202229440']",unq_id-297
298,298,282,,random_profile_98,,,,,"['arts and crafts', 'books and learning', 'art and culture', 'social impact and charity']","['chill', 'practical', 'classic and timeless']",['weddings'],['male'],['12 - 18'],['child'],,,random_user_187,,,"{'interest': ['arts and crafts', 'books and learning', 'art and culture', 'social impact and charity'], 'style': ['chill', 'practical', 'classic and timeless'], 'occasion': ['weddings'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['child']}",[],"['1694624882159x137521757895970430', '1694624882159x137521757895970430', '1694624162835x159320189314302370']",unq_id-298
299,299,283,,random_profile_612,,,,,['food and cooking'],['comfortable yet stylish'],['anniversaries'],['female'],['18 - 25'],['grand parent'],,,random_user_152,,,"{'interest': ['food and cooking'], 'style': ['comfortable yet stylish'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],"['1704715930006x762063400405827600', '1694624878110x414277284028574640', '1694623256053x387914530990802300']",unq_id-299
300,300,284,,random_profile_526,,,,,"['tech and gadgets', 'music and entertainment', 'spirituality', 'arts and crafts', 'art and culture', 'beauty and self-care', 'fashion and accessories']","['classic and timeless', 'comfortable yet stylish']",['birthdays'],['female'],['25 - 45'],['girlfriend'],,,random_user_31,,,"{'interest': ['tech and gadgets', 'music and entertainment', 'spirituality', 'arts and crafts', 'art and culture', 'beauty and self-care', 'fashion and accessories'], 'style': ['classic and timeless', 'comfortable yet stylish'], 'occasion': ['birthdays'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['girlfriend']}",[],"['1696450566712x187667101097394180', '1695836032809x956121655305794900', '1704795547455x828924155228323800']",unq_id-300
301,301,285,,random_profile_55,,,,,"['beauty and self-care', 'books and learning', 'art and culture', 'pets and animal lovers', 'fitness and wellness']",['chill'],['birthdays'],['male'],['under 12'],['girlfriend'],,,random_user_30,,,"{'interest': ['beauty and self-care', 'books and learning', 'art and culture', 'pets and animal lovers', 'fitness and wellness'], 'style': ['chill'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['girlfriend']}",[],"['1695942612387x759926721420278700', '1694624169809x732271297627763500']",unq_id-301
302,302,286,,random_profile_907,,,,,"['outdoor and nature', 'food and cooking', 'beauty and self-care', 'pets and animal lovers', 'spirituality', 'travel and adventure', 'art and culture', 'home and decor', 'arts and crafts', 'fashion and accessories']","['bougie', 'classic and timeless', 'comfortable yet stylish']",['anniversaries'],['female'],['18 - 25'],['friend'],,,random_user_230,,,"{'interest': ['outdoor and nature', 'food and cooking', 'beauty and self-care', 'pets and animal lovers', 'spirituality', 'travel and adventure', 'art and culture', 'home and decor', 'arts and crafts', 'fashion and accessories'], 'style': ['bougie', 'classic and timeless', 'comfortable yet stylish'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],"['1695831205196x333400160699331100', '1704795547455x828924155228323800', '1701096859516x503355096677604800', '1696351105169x905659894498306300']",unq_id-302
303,303,287,,random_profile_268,,,,,"['outdoor and nature', 'arts and crafts', 'travel and adventure', 'social impact and charity', 'music and entertainment', 'pets and animal lovers', 'home and decor', 'spirituality', 'fashion and accessories', 'sports and hobbies', 'books and learning', 'tech and gadgets', 'fitness and wellness', 'food and cooking', 'beauty and self-care']",['premium brands'],['anniversaries'],['male'],['45 - 65'],['spouse or significant other'],,,random_user_83,,,"{'interest': ['outdoor and nature', 'arts and crafts', 'travel and adventure', 'social impact and charity', 'music and entertainment', 'pets and animal lovers', 'home and decor', 'spirituality', 'fashion and accessories', 'sports and hobbies', 'books and learning', 'tech and gadgets', 'fitness and wellness', 'food and cooking', 'beauty and self-care'], 'style': ['premium brands'], 'occasion': ['anniversaries'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['spouse or significant other']}",[],"['1696265496334x599205008865932200', '1696474687570x999695260058153500']",unq_id-303
304,304,288,,random_profile_377,,,,,"['outdoor and nature', 'sports and hobbies', 'arts and crafts', 'travel and adventure', 'food and cooking', 'tech and gadgets']","['premium brands', 'comfortable yet stylish', 'classic and timeless', 'practical']",['apologies'],['female'],['45 - 65'],['parent'],,,random_user_265,,,"{'interest': ['outdoor and nature', 'sports and hobbies', 'arts and crafts', 'travel and adventure', 'food and cooking', 'tech and gadgets'], 'style': ['premium brands', 'comfortable yet stylish', 'classic and timeless', 'practical'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],"['1695831208210x172904031718950300', '1694624180791x778866432614965900']",unq_id-304
305,305,289,,random_profile_911,,,,,"['books and learning', 'food and cooking', 'tech and gadgets', 'fitness and wellness']",['premium brands'],['thank you gifts'],['female'],['25 - 45'],['colleague'],,,random_user_189,,,"{'interest': ['books and learning', 'food and cooking', 'tech and gadgets', 'fitness and wellness'], 'style': ['premium brands'], 'occasion': ['thank you gifts'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['colleague']}",[],"['1694624867340x208100144447579170', '1694624894817x465261372192360400', '1694624890254x255558647592337720', '1696351112096x122601174651416620']",unq_id-305
306,306,290,,random_profile_499,,,,,"['home and decor', 'music and entertainment', 'tech and gadgets', 'books and learning', 'outdoor and nature', 'arts and crafts', 'food and cooking', 'sports and hobbies']","['classic and timeless', 'chill', 'practical']",['retirements'],['male'],['under 12'],['girlfriend'],,,random_user_84,,,"{'interest': ['home and decor', 'music and entertainment', 'tech and gadgets', 'books and learning', 'outdoor and nature', 'arts and crafts', 'food and cooking', 'sports and hobbies'], 'style': ['classic and timeless', 'chill', 'practical'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['girlfriend']}",[],"['1696474676446x513714117324196350', '1696265549614x694079396316065700']",unq_id-306
307,307,291,,random_profile_324,,,,,"['books and learning', 'sports and hobbies', 'arts and crafts', 'tech and gadgets', 'home and decor', 'art and culture', 'fashion and accessories', 'beauty and self-care', 'music and entertainment', 'travel and adventure', 'outdoor and nature', 'fitness and wellness', 'pets and animal lovers', 'social impact and charity']","['premium brands', 'chill', 'practical', 'comfortable yet stylish', 'classic and timeless', 'bougie']",['get well soon'],['female'],['45 - 65'],['parent'],,,random_user_68,,,"{'interest': ['books and learning', 'sports and hobbies', 'arts and crafts', 'tech and gadgets', 'home and decor', 'art and culture', 'fashion and accessories', 'beauty and self-care', 'music and entertainment', 'travel and adventure', 'outdoor and nature', 'fitness and wellness', 'pets and animal lovers', 'social impact and charity'], 'style': ['premium brands', 'chill', 'practical', 'comfortable yet stylish', 'classic and timeless', 'bougie'], 'occasion': ['get well soon'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],"['1694623245655x643865798750550500', '1694624165806x512503996512605060', '1694623745250x286026127664058780']",unq_id-307
308,308,292,,random_profile_393,,,,,"['pets and animal lovers', 'social impact and charity', 'beauty and self-care', 'music and entertainment', 'arts and crafts', 'fitness and wellness', 'fashion and accessories']",['classic and timeless'],['newborns'],['female'],['45 - 65'],['child'],,,random_user_195,,,"{'interest': ['pets and animal lovers', 'social impact and charity', 'beauty and self-care', 'music and entertainment', 'arts and crafts', 'fitness and wellness', 'fashion and accessories'], 'style': ['classic and timeless'], 'occasion': ['newborns'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694623243652x347361436851366200', '1696351105169x905659894498306300', '1696351119839x637901933835382100']","['1694624159818x868008542447611400', '1695942599430x202597535257337920', '1694620675339x495948848736904400', '1694624891212x469615170222877000']",unq_id-308
309,309,293,,random_profile_684,,,,,"['food and cooking', 'home and decor', 'spirituality', 'travel and adventure', 'beauty and self-care', 'arts and crafts']","['chill', 'bougie', 'comfortable yet stylish', 'minimalistic', 'premium brands']",['appreciation'],['male'],['12 - 18'],['friend'],,,random_user_265,,,"{'interest': ['food and cooking', 'home and decor', 'spirituality', 'travel and adventure', 'beauty and self-care', 'arts and crafts'], 'style': ['chill', 'bougie', 'comfortable yet stylish', 'minimalistic', 'premium brands'], 'occasion': ['appreciation'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['friend']}",[],"['1696351112096x122601174651416620', '1694623244438x103467340935090580']",unq_id-309
310,310,294,,random_profile_74,,,,,"['food and cooking', 'travel and adventure', 'art and culture', 'music and entertainment', 'social impact and charity', 'sports and hobbies', 'fashion and accessories', 'home and decor', 'books and learning', 'spirituality', 'arts and crafts', 'tech and gadgets', 'pets and animal lovers']","['chill', 'comfortable yet stylish', 'minimalistic']","[""valentine's day""]",['male'],['under 12'],['child'],,,random_user_106,,,"{'interest': ['food and cooking', 'travel and adventure', 'art and culture', 'music and entertainment', 'social impact and charity', 'sports and hobbies', 'fashion and accessories', 'home and decor', 'books and learning', 'spirituality', 'arts and crafts', 'tech and gadgets', 'pets and animal lovers'], 'style': ['chill', 'comfortable yet stylish', 'minimalistic'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['child']}",[],"['1694623256053x387914530990802300', '1696265561735x795128867961741800', '1694623752286x801528546306744300', '1696474679465x514839713381415100']",unq_id-310
311,311,295,,random_profile_608,,,,,['food and cooking'],"['chill', 'classic and timeless', 'comfortable yet stylish']",['promotions and achievements'],['male'],['under 12'],['parent'],,,random_user_240,,,"{'interest': ['food and cooking'], 'style': ['chill', 'classic and timeless', 'comfortable yet stylish'], 'occasion': ['promotions and achievements'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['parent']}",[],['1696265557652x143593466685808980'],unq_id-311
312,312,296,,random_profile_770,,,,,"['sports and hobbies', 'travel and adventure', 'beauty and self-care', 'fitness and wellness', 'art and culture', 'food and cooking', 'outdoor and nature', 'music and entertainment', 'social impact and charity', 'home and decor', 'tech and gadgets', 'books and learning', 'fashion and accessories', 'spirituality', 'pets and animal lovers']","['minimalistic', 'premium brands']","[""valentine's day""]",['male'],['25 - 45'],['grand parent'],,,random_user_120,,,"{'interest': ['sports and hobbies', 'travel and adventure', 'beauty and self-care', 'fitness and wellness', 'art and culture', 'food and cooking', 'outdoor and nature', 'music and entertainment', 'social impact and charity', 'home and decor', 'tech and gadgets', 'books and learning', 'fashion and accessories', 'spirituality', 'pets and animal lovers'], 'style': ['minimalistic', 'premium brands'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['grand parent']}",[],['1695831221194x796684583974607400'],unq_id-312
